Tahun Anggaran;Satuan Kerja;ID RUP;ID Tender;Nama Paket;Pemenang;Pagu;HPS;Harga Penawaran;Akun;Jenis Belanja;Jenis Pengadaan;1234;Metode Pengadaan;%Efisiensi;Lokasi_Prov;Klasifikasi BJ;Tanggal Pengumuman;Tanggal Akhir Masa Sanggah;Lama Tender (Hari Kerja)
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408418;36757011;Pengadaan Pencetakan Kartu NPWP Tahap II Pada Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;Golden Compass Indonesia;1200000;1200000;1065600;521832;Barang;Pengadaan Barang;1;Tender;0,11;DKI Jakarta;Operasional/TUSI;29/07/2022;22/08/2022;16
2022;BALAI DIKLAT KEUANGAN MAKASSAR;36136721;36755011;Pengadaan Jasa Konsumsi Peserta Pelatihan Pada BDK Makassar TA 2022;Cv putra jaya;559752;555192;555152;521211;Barang;Jasa Lainnya;2;Tender;0;Sulawesi Selatan;Operasional/TUSI;19/07/2022;01/08/2022;10
2022;DIREKTORAT JENDERAL PENGELOLAAN PEMBIAYAAN DAN RISIKO;35960031;36749011;Renovasi Fasad dan Lobby Interior Gedung DJPPR;CV. RIZKY JAYA;7777687;7777670;6222136;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;29/07/2022;22/08/2022;16
2022;KANTOR PELAYANAN PAJAK MADYA SURAKARTA;35334495;36737011;Pengadaan Genset dan Pemasangannya Pada KPP Madya Surakarta Tahun Anggaran 2022;CV. RAJAWALI DIESEL;639000;617549;544511;532111;Modal;Pengadaan Barang;2;Tender;0,12;Jawa Tengah;Peralatan dan Perlengkapan Perkantoran;14/07/2022;01/08/2022;13
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36175571;36730011;Pengadaan Jasa Program Pelatihan IELTS/IBT/Persiapan Studi (Pre-Departure Training) Pusdiklat Pengembangan SDM;PT. INLINGUA INTERNATIONAL INDONESIA;11842000;2031033;1699752;521219;Barang;Jasa Lainnya;1;Tender;0,16;DKI Jakarta;Operasional/TUSI;12/07/2022;27/07/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36189707;36725011;Pekerjaan Renovasi Interior Gedung Prijadi Praptosuhardjo IIIB Lantai 1 Direktorat Jenderal Perbendaharaan;CV. ERA MUSTIKA GRAHA;2133600;2125639;1700511;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;08/07/2022;26/07/2022;13
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35916792;36721011;Pengadaan Peremajaan dan Pengembangan Jaringan Kemenkeu Tahun Anggaran 2022;PT. LANGIT KREASI SOLUSINDO;10696453;10601954;10572195;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;08/07/2022;25/07/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;36108931;36720011;Paket Pekerjaan Konstruksi Renovasi Gedung A2 Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;PT.RAFANDRA NUSANTARA GEMILANG;17043000;17031791;13527360;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,21;DKI Jakarta;Pekerjaan Konstruksi;09/07/2022;08/08/2022;21
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36220942;36711011;Pengadaan Perangkat Infrastruktur Jaringan Kemenkeu Tahun Anggaran 2022;PT. MITRA SOLUSI INFOKOM;32266709;31534713;31497027;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;07/07/2022;01/08/2022;18
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36208030;36709011;Paket Pengadaan Sistem Monitoring Server, Aset, dan Perangkat Jaringan pada Direktorat Jenderal Perbendaharaan Tahun 2022;PT. Vimo Teknologi Indonesia;917829;907536;839471;532111;Modal;Pengadaan Barang;1;Tender;0,08;DKI Jakarta;IT;08/07/2022;27/07/2022;14
2022;DIREKTORAT JENDERAL ANGGARAN;36208029;36706011;Jasa Konsultan Paket Pengadaan Master Plan IT;PT. TRANSFORMA REKAYASA DAN SOLUSI;615428;512265;493423;522131;Barang;Jasa Konsultasi;1;Seleksi;0,04;DKI Jakarta;Konsultansi;07/07/2022;30/08/2022;38
2022;KANTOR PELAYANAN PAJAK PRATAMA NATAR;36208032;36702011;Pengadaan Jasa Konsultansi Perencanaan Pembangunan Gedung KPP Pratama Natar;pt.gubahreka consultant;1407677;1407507;877660;533111;Modal;Jasa Konsultasi;1;Seleksi;0,38;Lampung;Konsultansi Konstruksi;08/07/2022;24/08/2022;33
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;34040125;36701011;Pengadaan Infrastruktur Server Tahun Anggaran 2022;PT MITRA SISTEMATIKA GLOBAL;19811000;14854464;12508359;532111;Modal;Pengadaan Barang;1;Tender;0,16;DKI Jakarta;IT;08/07/2022;01/08/2022;17
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;36175666;36698011;Pengadaan Jasa Konsultansi Pengembangan Data Analytics Sistem Informasi Keuangan Republik Indonesia (SIKRI) Tahap I Tahun 2022;PT. CYBERTREND INTRABUANA;610800;599511;555888;522191;Barang;Jasa Konsultasi;1;Seleksi;0,07;DKI Jakarta;Konsultansi;06/07/2022;26/08/2022;37
2022;KANTOR PELAYANAN PAJAK PRATAMA JAKARTA GAMBIR TIGA;33276996;36696011;Pekerjaan Jasa Pelaksanaan Konstruksi Fisik Renovasi Atap Bangunan Gedung KPP Pratama Jakarta Gambir Tiga;putri lubuk tano;3349000;3338674;2670939;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;20/07/2022;08/08/2022;14
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36136726;36689011;Perangkat Security Management Kementerian Keuangan Tahun Anggaran 2022;PT. MITRA SOLUSI INFOKOM;4353703;4341058;4335507;536111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;05/07/2022;01/08/2022;20
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35135843;36684011;Lisensi Customer Relationship Management (CRM) Deskpro;CV. PROCOMP;2033981;2023660;2021310;522141;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;30/06/2022;08/07/2022;7
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35907103;36683011;Pengembangan Perangkat Server Kementerian Keuangan TA 2022;PT. HARVEST PERDANA KOMPAKINDO;44101750;30283737;28305000;532111;Modal;Pengadaan Barang;1;Tender;0,07;Kalimantan Timur;IT;29/06/2022;25/07/2022;19
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35119485;36679011;Upgrade Perangkat Big Data;PT. MITRA INTEGRASI INFORMATIKA;16949207;12431445;10552215;532111;Modal;Pengadaan Barang;1;Tender;0,15;DKI Jakarta;IT;29/06/2022;18/07/2022;14
2022;SEKRETARIAT JENDERAL;35779926;36677011;JASA PEMERIKSAAN KESEHATAN (GENERAL CHECK UP) BAGI PEJABAT/PEGAWAI DI LINGKUNGAN KANTOR PUSAT KEMENTERIAN KEUANGAN TAHUN 2022;PT. CAKRA MITRA SENTOSA;1503000;1503000;1226223;521219;Barang;Jasa Lainnya;1;Tender;0,18;DKI Jakarta;Operasional/TUSI;01/07/2022;19/07/2022;13
2022;PANGKALAN SARANA OPERASI DJBC TANJUNG BALAI KARIMUN;36274716;36675011;Pengadaan Pekerjaan Jasa Docking Kapal Patroli Bea Cukai BC 60001;Multi Ocean Shipyard;2800000;2482088;2331083;523121;Barang;Jasa Lainnya;1;Tender;0,06;Kepulauan Riau;Operasional/TUSI;18/07/2022;08/08/2022;16
2022;BADAN PENDIDIKAN DAN PELATIHAN KEUANGAN;36067473;36664011;Pekerjaan Konstruksi Renovasi Atap Gedung C dan D Sekretariat BPPK Tahun Anggaran 2022;CV. JESELINDO JAYA;2410000;2397501;1819401;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,24;DKI Jakarta;Pekerjaan Konstruksi;04/07/2022;02/08/2022;22
2022;KANTOR PELAYANAN PAJAK MADYA DUA BANDUNG;36136720;36661011;Pengadaan Pekerjaan Konstruksi Renovasi Gedung Kantor dan Sarana Pendukungnya Kantor Pelayanan Pajak Madya Dua Bandung Tahap III Tahun Anggaran 2022;Ciremai Putra Tekindo;9374621;8744902;6995922;536121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Jawa Barat;Pekerjaan Konstruksi;27/06/2022;27/07/2022;23
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31052544;36641011;Pekerjaan Renovasi Interior Gedung Prijadi Praptosuhardjo I Lantai 2 dan Gedung Prijadi Praptosuhardjo II Lantai 1;CV. Maira Kusuma Abadi;3096800;2232540;1784152;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;24/06/2022;21/07/2022;20
2022;LEMBAGA NATIONAL SINGLE WINDOW;36099925;36640011;Pengadaan Infrastruktur Backup Sistem Indonesia National Single Window Lembaga National Single Window Tahun Anggaran 2022;PT. Datascrip;13296466;13154435;12198900;532111;Modal;Pengadaan Barang;1;Tender;0,07;DKI Jakarta;IT;22/06/2022;11/07/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35940681;36638011;Pemeliharaan Application Deliveriy Controller (ADC) Tahun Anggaran 2022;PT.Multipolar Technology Tbk;13409976;9499384;9261507;523121;Barang;Jasa Lainnya;2;Tender;0,03;DKI Jakarta;Pemeliharaan Peralatan/Mesin;06/07/2022;25/07/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;34143487;36637011;Pengadaan Infrastruktur Jaringan Komunikasi Data Paket I Tahun Anggaran 2022;Mastersystem Infotama;19000520;18280257;17366172;532111;Modal;Pengadaan Barang;1;Tender;0,05;DKI Jakarta;IT;22/06/2022;11/07/2022;14
2022;KANTOR PELAYANAN PAJAK PRATAMA CIBITUNG;35695224;36630011;PENGADAAN PEKERJAAN KONSTRUKSI PEMBANGUNAN SISTEM PENGENDALIAN BANJIR KPP PRATAMA CIBITUNG TAHUN ANGGARAN 2022;PT NISCALA KARYA KONSTRUKSI;1893174;1892477;1513982;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Jawa Barat;Pekerjaan Konstruksi;28/06/2022;20/07/2022;17
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;35907102;36628011;Pengembangan Perangkat Storage SAN Kementerian Keuangan TA 2022;PT. Datascrip;24821819;17032025;14352300;532111;Modal;Pengadaan Barang;1;Tender;0,16;DKI Jakarta;IT;23/06/2022;18/07/2022;18
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;30886890;36626011;Paket Pekerjaan Konstruksi Pengembangan Data Center Kementerian Keuangan Tahun Anggaran 2022;PT. PP   URBAN;183500000;182466355;158216554;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,13;DKI Jakarta;Pekerjaan Konstruksi;30/06/2022;02/08/2022;24
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;36042433;36618011;Pengembangan Pengendali Jaringan Nirkabel;PT. LANGIT KREASI SOLUSINDO;1665000;1627646;1625484;532111;Modal;Pengadaan Barang;1;Tender;0;Kalimantan Timur;IT;27/06/2022;06/07/2022;8
2022;BALAI DIKLAT KEUANGAN MAKASSAR;35779919;36616011;Pengadaan Seragam Peserta Pelatihan Samapta Pada BDK Makassar TA 2022;cv berkah anugerah naura;859752;299986;194206;521211;Barang;Pengadaan Barang;1;Tender Cepat;0,35;Sulawesi Selatan;Peralatan dan Perlengkapan Perkantoran;;;
2022;KANTOR PUSAT DJKN;36054440;36593011;Pengadaan Pengecatan Gedung Kantor Pusat DJKN TA 2022;CV. Barokah Adhi Jaya;1429632;1424409;1139527;523111;Barang;Pekerjaan Konstruksi;1;Tender;0,2;DKI Jakarta;Pekerjaan Konstruksi;17/06/2022;19/07/2022;23
2022;BALAI DIKLAT KEUANGAN DENPASAR;36054439;36592011;Pengadaan Jasa Konsumsi Pelatihan Kesamaptaan Tahun Anggaran 2022;PT.NUUR BERKAH SENTOSA;372600;343600;343600;521211;Barang;Jasa Lainnya;1;Tender; -   ;Bali;Operasional/TUSI;28/06/2022;18/07/2022;15
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35940679;36590011;Paket Pekerjaan Jasa Konsultansi Konsultan Pengawas Renovasi Gedung A2 Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;Ramu Prima Persada;805000;466799;432401;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,07;DKI Jakarta;Konsultansi Konstruksi;15/06/2022;20/07/2022;26
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31496063;36588011;,Pengadaan Jasa Konsultansi Pengembangan Aplikasi  Sekretariat Jenderal;PT.WIDYA SOLUSI UTAMA;1150000;1149239;930513;536111;Modal;Jasa Konsultasi;1;Seleksi;0,19;DKI Jakarta;IT;25/06/2022;08/08/2022;31
2022;DIREKTORAT JENDERAL PENGELOLAAN PEMBIAYAAN DAN RISIKO;35960030;36583011;Pengadaan Jasa Konsultan Pengawas Renovasi Fasad dan Lobby Interior Gedung DJPPR;CV. APIK KARYA;250000;249925;234593;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,06;DKI Jakarta;Konsultansi Konstruksi;30/06/2022;15/08/2022;33
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;31052545;36578011;Pekerjaan Jasa Konsultansi Pengawasan Renovasi Interior Gedung Prijadi Praptosuhardjo IIIB Lantai 2 dan 3 Direktorat SITP Ditjen Perbendaharaan;GARIS TEBAL SEJAJAR;300000;299783;243906;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0,19;DKI Jakarta;Konsultansi Konstruksi;16/06/2022;02/08/2022;34
2022;KANTOR PELAYANAN PAJAK PRATAMA JAKARTA GAMBIR TIGA;33276997;36576011;Pekerjaan Jasa Konsultansi Pengawasan Konstruksi Renovasi Atap Bangunan Gedung KPP Pratama Jakarta Gambir Tiga;PT. BAYU BERLIAN MANDIRI;407000;368920;368476;533121;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;DKI Jakarta;Konsultansi Konstruksi;22/06/2022;01/08/2022;29
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35995435;36571011;Pendampingan dan Audit Surveillance Sertifikasi ISO 27001 Tahun Anggaran 2022;PT Xynexis International;951940;722055;680877;522191;Barang;Jasa Lainnya;1;Tender;0,06;DKI Jakarta;Operasional/TUSI;21/06/2022;04/07/2022;10
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35983129;36557011;Pemeliharaan Sistem VMWare Tahun Anggaran 2022;PT. MITRA INTEGRASI INFORMATIKA;8194320;7719379;7688906;523199;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;23/06/2022;08/07/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;35960028;36553011;Pengadaan Jasa Layanan SMS One Time Password (OTP), WhatsApp One Time Password (OTP), SMS Notifikasi, Whatsapp Notifikasi Sebagai Pendukung Aplikasi SAKTI Tahun 2022;PT Metra-Net;11000000;6565062;6297693;522191;Barang;Jasa Lainnya;1;Tender;0,04;DKI Jakarta;IT;15/06/2022;04/07/2022;14
2022;PANGKALAN SARANA OPERASI DJBC TANJUNG BALAI KARIMUN;35967968;36542011;Pengadaan Suku Cadang Kapal Patroli Mesin MTU;PT. Dieselindo Utama Nusa;8000000;7645660;7640602;523123;Barang;Pengadaan Barang;1;Tender;0;Kepulauan Riau;Pemeliharaan Peralatan/Mesin;10/06/2022;20/06/2022;7
2022;KANTOR PENGELOLAAN TIK DAN BMN MAKASSAR;34837574;36539011;Pekerjaan Penggantian Atap Gedung Losari, Balai Diklat Keuangan Makassar TA 2022;CV. TIQA CEMERLANG;500320;500200;400160;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sulawesi Selatan;Pekerjaan Konstruksi;13/06/2022;12/07/2022;22
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35779986;36538011;Pengadaan Infrastruktur Storage Tahun Anggaran 2022;PT Nagitec;31365842;25306113;19259000;532111;Modal;Pengadaan Barang;1;Tender;0,24;DKI Jakarta;IT;13/06/2022;04/07/2022;16
2022;BALAI DIKLAT KEUANGAN MALANG;35940654;36530011;Pengadaan Jasa Konsumsi Pelatihan Teknis Kesamaptaan;CV. CAKRAWATI SAMUDRA;544320;543514;543506;521211;Barang;Jasa Lainnya;1;Tender;0;Jawa Timur;Operasional/TUSI;14/06/2022;04/07/2022;15
2022;BALAI DIKLAT KEUANGAN MALANG;35940655;36529011;Pengadaan Seragam dan Perlengkapan Pelatihan Kesamaptaan;CV. ARMADA GAHARI PUTERA;300000;296104;260009;521811;Barang;Pengadaan Barang;1;Tender;0,12;Jawa Timur;Peralatan dan Perlengkapan Perkantoran;14/06/2022;29/06/2022;12
2022;POLITEKNIK KEUANGAN NEGARA STAN;35779551;36528011;Renovasi Toilet Gedung C dan E Politeknik Keuangan Negara STAN Tahun Anggaran 2022;CV.HANYTECH JAYA MAKMUR;1600000;1557140;1291259;523111;Barang;Pekerjaan Konstruksi;1;Tender;0,17;Banten;Pekerjaan Konstruksi;13/06/2022;04/07/2022;16
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32488512;36526011;Pengadaan Perangkat Server Backup dan Sarana Pendukungnya Pada Direktorat Jenderal Bea dan Cukai T.A 2022;PT NUSANTARA COMPNET INTEGRATOR;24131026;24051542;23951547;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;03/06/2022;22/06/2022;14
2022;KANTOR PELAYANAN PAJAK PRATAMA LUBUK LINGGAU;35585245;36515011;,Pengadaan Pelaksanaan Konstruksi Fisik Renovasi Gedung KPP Pratama Lubuk Linggau;CV. KHAYLA;2506000;2500000;2000000;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sumatera Selatan;Pekerjaan Konstruksi;14/06/2022;06/07/2022;17
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32488519;36511011;Pengadaan Software Monitoring dan Sarana Pendukungnya Pada Direktorat Jenderal Bea dan Cukai T.A 2022;PT. MITRA INTEGRASI INFORMATIKA;6846168;6831275;6769028;532111;Modal;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;IT;31/05/2022;17/06/2022;13
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;35779928;36505011;Pengadaan Annual Technical Support (ATS) Lisensi Database Exadata SAKTI Hasil Scale Up 2021 di Data Center Kementerian Keuangan Tahun Anggaran 2022;PT. Sisindokom Lintasbuana;17439501;10192464;9301800;523121;Barang;Jasa Lainnya;1;Tender;0,09;DKI Jakarta;IT;31/05/2022;14/06/2022;10
2022;BALAI DIKLAT KEUANGAN MEDAN;35677564;36503011;Pengadaan Jasa Konsumsi Pelaksanaan Peserta dan Pengajar Pelatihan Pembelajaran Klasikal Tahun Anggaran 2022;CV. DUA PUTRA RAYA;538790;516680;512554;521211;Barang;Jasa Lainnya;1;Tender;0,01;Sumatera Utara;Operasional/TUSI;30/05/2022;21/06/2022;16
2022;GEDUNG KEUANGAN NEGARA MANADO;35738233;36502011;,Pembangunan Kantin;CV. DUA ANUGRAH;271840;264218;214017;533111;Modal;Pekerjaan Konstruksi;1;Tender;0,19;Sulawesi Utara;Pekerjaan Konstruksi;07/07/2022;27/07/2022;15
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31496064;36499011;Pengadaan Jasa Konsultansi Pengembangan Aplikasi Profesi Keuangan;CV. TORCHE INDONESIA;2190000;2148516;2002607;536111;Modal;Jasa Konsultasi;1;Seleksi;0,07;DKI Jakarta;IT;11/06/2022;21/07/2022;29
2022;KANTOR PUSAT DIREKTORAT JENDERAL PERBENDAHARAAN;35779929;36482011;Pengadaan Perpanjangan (Renewal) Software License Java Application Server SAKTI dan Software Integrasi Pada Platform Kontainer Hasil Scaleup SAKTI 2021 Tahun Anggaran 2022;BIRU AMRETA TRISNA;10214302;9692520;9337986;523121;Barang;Jasa Lainnya;1;Tender;0,04;DKI Jakarta;IT;24/05/2022;13/06/2022;13
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408064;36479011;Pemeliharaan Perangkat Intrusion Prevention System dan Antispam Tahun Anggaran 2022;PT. Sisindokom Lintasbuana;1795932;1242142;1240566;523121;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;Pemeliharaan Peralatan/Mesin;25/05/2022;08/06/2022;9
2022;KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG PADANG;31135930;36476011;Belanja konstruksi fisik 3 unit rumah negara dan renovasi pagar rumah;CV. SANSALAK PERKASA;431880;431278;345022;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sumatera Barat;Pekerjaan Konstruksi;31/05/2022;27/06/2022;19
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32813063;36462011;Pengadaan Pengembangan CEISA 4.0 Tahap IV Pada Direktorat Jenderal Bea dan Cukai T.A 2022;PT. Nutech Integrasi;11364594;11111884;11108494;532111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;25/05/2022;13/06/2022;12
2022;PUSAT SISTEM INFORMASI DAN TEKNOLOGI KEUANGAN;31407324;36457011;,Penambahan Lisensi Perangkat Lunak MVision Protect Plus EDR For Endpoint Tahun Anggaran 2022;PT. CLARUS INNOVACE TEKNOLOGI;981750;967989;964535;536111;Modal;Pengadaan Barang;1;Tender;0;DKI Jakarta;IT;23/05/2022;13/06/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32488517;36455011;Pengadaan Perangkat Jaringan dan Sarana Pendukungnya Pada Direktorat Jenderal Bea dan Cukai T.A 2022;PT. Limawira Wisesa;30815456;30744206;30529085;532111;Modal;Pengadaan Barang;1;Tender;0,01;DKI Jakarta;IT;25/05/2022;14/06/2022;13
2022;SISTEM PERBENDAHARAAN DAN ANGGARAN NEGARA;35808364;36454011;Pengadaan Jasa Migrasi dan Konfigurasi Server SPAN DRC, Server Xico, serta Konfigurasi Server Development SPAN Tahun 2022;PT. SIGMA CIPTA CARAKA;7001000;6998550;6968025;522191;Barang;Jasa Lainnya;1;Tender;0;DKI Jakarta;IT;22/05/2022;08/06/2022;11
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA ATAMBUA;35808355;36451011;Jasa Konstruksi Rehabilitasi Rumah Negara;CV.PARTNER ABADI;256254;307490;250368;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,19;Nusa Tenggara Timur;Pekerjaan Konstruksi;23/05/2022;13/06/2022;14
2022;Sekretariat Komite Nasional Ekonomi dan Keuangan Syariah;35779987;36450011;Jasa Konsultansi Perencanaan dan Pembuatan Purwarupa Digital Business Matching (Pembiayaan) UMKM Industri Halal Tahun Anggaran 2022;PT. PILAR CIPTA SOLUSI INTEGRATIKA;391480;385115;379620;522131;Barang;Jasa Konsultasi;1;Seleksi;0,01;DKI Jakarta;IT;20/05/2022;27/06/2022;25
2022;KANTOR PELAYANAN PAJAK PRATAMA LAMONGAN;35800230;36447011;Pengadaan Jasa Layanan Kebersihan (Cleaning Service) KPP Pratama Lamongan;PT.DUTA KARYA BERSATU;306000;142977;138797;521111;Barang;Jasa Lainnya;1;Tender;0,03;Jawa Timur;Operasional/TUSI;03/06/2022;20/06/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;31408417;36440011;Pengadaan Pencetakan Kartu NPWP Tahap I Pada Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;PT. MULTI MAJU SEJAHTERA;1200000;1199999;1196580;521832;Barang;Pengadaan Barang;1;Tender;0;DKI Jakarta;Operasional/TUSI;06/06/2022;22/06/2022;13
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI DI YOGYAKARTA;34710495;36439011;Pengadaan Konstruksi Fisik Pekerjaan Rehabilitasi Gedung Reksobayan TA 2022;CV. Sinar Makmur Sentosa;2391405;2391401;1815778;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,24;DI Yogyakarta;Pekerjaan Konstruksi;19/05/2022;20/06/2022;21
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA BATURAJA;34837537;36437011;,Pengadaan Belanja Modal Pekerjaan Konstruksi Fisik Rumah Negara KPPN Baturaja;CV. AXITO MANDIRI;311998;311998;256584;533121;Modal;Pekerjaan Konstruksi;2;Tender;0,18;Sumatera Selatan;Pekerjaan Konstruksi;28/05/2022;15/06/2022;12
2022;KANTOR PUSAT DIREKTORAT JENDERAL BEA DAN CUKAI;32488515;36416011;Pengadaan Server Database dan Sarana Pendukungnya Pada Direktorat Jenderal Bea dan Cukai T.A 2022;PT. Mitra Inti Bersama;11563456;11542139;11069549;532111;Modal;Pengadaan Barang;1;Tender;0,04;DKI Jakarta;IT;18/05/2022;08/06/2022;14
2022;KANTOR PUSAT DIREKTORAT JENDERAL PAJAK;35747357;36399011;Pengadaan Jasa Pendukung Kegiatan Operasional Perkantoran (Manajemen Sopir, Resepsionis dan Operator Telepon) Kantor Pusat Direktorat Jenderal Pajak Tahun Anggaran 2022;PT. PUTRA SIAGA MANDIRI;5254251;2621674;2461991;522191;Barang;Jasa Lainnya;1;Tender;0,06;DKI Jakarta;Operasional/TUSI;12/05/2022;30/05/2022;12
2022;KANTOR PELAYANAN PERBENDAHARAAN NEGARA POSO;31348757;36392011;Konstruksi rehabilitasi rumah dinas KPPN Poso;CV ARIF KARYA UTAMA;349786;300064;240056;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Sulawesi Tengah;Pekerjaan Konstruksi;10/05/2022;03/06/2022;17
2022;KANWIL DITJEN PERBENDAHARAAN PROVINSI KEPULAUAN RIAU;35741124;36391011;Renovasi Bangunan Mess Kanwil DJPb Provinsi Kepulauan Riau;CV. TANDEM SEHATI;396000;396000;316800;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,2;Kepulauan Riau;Pekerjaan Konstruksi;13/05/2022;08/06/2022;17
2022;KANTOR PELAYANAN PAJAK PRATAMA PALANGKARAYA;35610353;36382011;Pekerjaan Konstruksi Renovasi Atap Gedung Pada KPP Pratama Palangkaraya Tahun Anggaran 2022;MANUNGGAL KARYA LAKSANA;2228045;2226306;1759279;533121;Modal;Pekerjaan Konstruksi;1;Tender;0,21;Kalimantan Tengah;Pekerjaan Konstruksi;09/06/2022;29/06/2022;15
2022;SEKRETARIAT PENGADILAN PAJAK;35738228;36378011;Pengadaan Kertas Fotokopi III Tahun Anggaran 2022;CV. KANAYAN;235270;227145;182318;521811;Barang;Pengadaan Barang;1;Tender Cepat;0,2;DKI Jakarta;Peralatan dan Perlengkapan Perkantoran;;;
2022;KANWIL DITJEN PERBENDAHARAAN KALIMANTAN UTARA;31595265;36374011;Seleksi Konsultan Perencanaan Gedung Kantor;PT. DARMASRAYA MITRA AMERTA;1000000;987358;986154;533111;Modal;Jasa Konsultansi Badan Usaha Konstruksi;1;Seleksi;0;Kalimantan Utara;Konsultansi Konstruksi;02/06/2022;22/07/2022;37
